Site Section,Sort Type,Template,Category,Site Section 2,Ad Type,Yard,Parking Type,heating,State,City,Zip,Seller Type,School District,Seller Accepts Texts,Photo Count,Year Built,Title,Previous URL,Acres,Square Feet,Newly Built,Seller ID,AD ID,Time Posted,Asking Price,Package Type,Exterior Material,cooling,Bathrooms,Bedrooms,Expire Date,Ad Status,Special Features,Floor Covering,Basement Type,Included Appliances,mls number,Listing ID
homes,not specified,detail page,townhouse/condo,for sale,for sale,fenced partial|landscape full,attached garage|combined garage|2 cars,forced air,ut,west valley city,84120,by agent,granite,true,8,2000,4118 W Valley Haven Ct|West Valley City|UT|84120,not specified,0.11,1364,False,970728,40315553,2019-03-22T20:46:10Z,245900,not specified,brick|stucco,central air,25,3,2019-09-22,active,patio uncovered|sprinklers automatic,not specified,not specified,microwave|range,1588215,40315553
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,attached garage|combined garage|detached garage|driveway|street parking|2 cars|4 cars|6 cars,forced air,ut,north logan,84341,by agent,cache,true,9,2003,3200 N 1600 E|North Logan|UT|84341,not specified,0.73,4676,False,178800,40314614,2019-03-19T09:18:33Z,650000,not specified,aluminumvinyl|other,central air,3,4,2019-09-19,active,fireplace gas|fireplace woodburning|patio covered|security system|sprinklers automatic|walkin closet,carpet|tile,full partially finished,microwave|range|refrigerator,1587048,40314614
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|detached garage|driveway|other|street parking|2 cars|3 cars|5 cars,forced air,ut,kaysville,84037,by agent,davis,true,35,2005,2213 W 600 N|Kaysville|UT|84037,not specified,0.53,4260,False,3073023,40311386,2019-03-04T06:09:23Z,659900,not specified,brick|stucco,central air,35,6,2019-09-04,active,deck|fireplace gas|sprinklers automatic|walkin closet,carpet|other|tile,full finished,microwave|other|range|refrigerator,1584098,40311386
homes,not specified,detail page,single family home,for sale,for sale,landscape none,attached garage|combined garage|2 cars,forced air,ut,eagle mountain,84005,by agent,alpine,true,4,2018,4735 N Mt Nebo Dr #206|Eagle  Mountain|UT|84005,not specified,0.2,4577,False,2488423,40316780,2019-03-28T15:04:16Z,396400,not specified,not specified,central air,25,4,2019-09-28,active,walkin closet,carpet|laminate|tile,full unfinished,microwave|range,1588698,40316780
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|2 cars,forced air,ut,pleasant view,84404,by agent,weber,true,39,2011,813 Willowbrook Ln|Pleasant View|UT|84404,not specified,0.13,2278,False,1907503,40316777,2019-03-28T15:00:54Z,298000,not specified,aluminumvinyl|brick|stucco,central air,25,3,2019-09-28,active,patio uncovered|sprinklers automatic|walkin closet,carpet|tile,full unfinished,microwave|range|refrigerator,1589242,40316777
homes,not specified,detail page,single family home,for sale,for sale,landscape none,attached garage|combined garage|2 cars,forced air,ut,herriman,84096,by agent,jordan,true,4,2018,14984 S Tilton Dr # 330|Herriman|UT|84096,not specified,0.12,3360,False,3229074,40316776,2019-03-28T14:57:47Z,442000,not specified,not specified,central air,25,3,2019-09-28,active,walkin closet,carpet|laminate|tile,full unfinished,microwave|range,1583680,40316776
homes,not specified,detail page,townhouse/condo,for sale,for sale,fenced full,other,forced air,ut,orem,84057,by owner,alpine,true,15,1998,81 W 680 N|Orem|UT|84057,not specified,0.01,2100,False,2242211,40316774,2019-03-28T14:54:18Z,269900,select basic,not specified,central air,35,5,2019-09-28,active,deck|walkin closet,hardwood|laminate|tile,not specified,microwave|range|refrigerator,not specified,40316774
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,attached garage|combined garage|2 cars,forced air,ut,saratoga springs,84045,by agent,alpine,true,42,2012,259 W Summerhill Dr|Saratoga Springs|UT|84045,not specified,0.24,3488,False,3208858,40316771,2019-03-28T14:42:13Z,419900,not specified,stucco,central air,3,5,2019-09-28,active,deck,carpet|laminate|tile,full finished,microwave|range|refrigerator,1589042,40316771
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,attached garage|combined garage|driveway|street parking|4 cars,forced air,ut,herriman,84096,by agent,jordan,true,14,2015,6088 W Herriman View Way|Herriman|UT|84096,not specified,0.59,5167,False,1823739,40313904,2019-03-15T13:47:28Z,779000,not specified,clapboardmasonite|stucco,central air,4,6,2019-09-15,active,deck|fireplace gas|patio covered|security system|sprinklers automatic|walkin closet,carpet|hardwood,full partially finished,microwave|range|refrigerator,1574599,40313904
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|driveway|2 cars,forced air,ut,woods cross,84087,by agent,davis,true,25,2002,1392 W 2400 S|Woods Cross|UT|84087,not specified,0.18,1924,False,377736,40314937,2019-03-20T15:18:18Z,346900,not specified,aluminumvinyl|brick,central air,2,4,2019-09-20,active,deck|fireplace gas|hot tub|patio uncovered|security system|sprinklers automatic|walkin closet,not specified,not specified,microwave|range,1587566,40314937
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|driveway|street parking|2 cars,forced air,ut,cottonwood heights,84121,by agent,canyons,true,8,1966,1788 E 7115 S|Cottonwood Heights|UT|84121,not specified,0.21,3420,False,3384485,40316422,2019-03-27T10:43:42Z,439900,not specified,brick,central air,3,5,2019-09-27,active,deck|fireplace gas|fireplace woodburning|patio covered|security system|sprinklers automatic|walkin closet,carpet|laminate|linoleum|tile,full partially finished,microwave|other|range|refrigerator,1580982,40316422
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|2 cars,forced air,ut,magna,84044,by agent,granite,true,19,1977,7340 W Betsy Ross Cir|Magna|UT|84044,not specified,0.15,1889,False,108132,40316768,2019-03-28T14:36:33Z,279900,not specified,aluminumvinyl|brick,central air,175,4,2019-09-28,active,deck|fireplace woodburning|sprinklers automatic|walkin closet,carpet|laminate|tile,full finished,dryer|microwave|range|refrigerator|washer,1589210,40316768
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,combined garage|detached garage|driveway|2 cars,forced air,ut,millcreek,84109,by owner,granite,true,19,1966,2636 E Gregson Ave|Millcreek|UT|84109,not specified,0.2,2200,False,2137787,40316767,2019-03-28T14:34:59Z,565000,select basic,aluminumvinyl|brick,central air,25,6,2019-09-28,active,fireplace gas|patio covered,carpet|hardwood,full finished,microwave|range|refrigerator,not specified,40316767
homes,not specified,detail page,single family home,for sale,for sale,fenced partial,driveway,forced air,ut,magna,84044,by owner,granite,true,6,1917,7645 W 2940 S |Magna|UT|84044,not specified,0.14,2264,False,646301,40316766,2019-03-28T14:30:45Z,319000,select basic,brick,none,2,5,2019-09-28,active,patio covered|security system,laminate,full finished,other|range|refrigerator,not specified,40316766
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,driveway,forced air,ut,millcreek,84106,by owner,granite,true,15,1941,772 E Zenith Ave|Millcreek|UT|84106,not specified,0.2,1378,False,3281906,40316765,2019-03-28T14:30:42Z,350000,select basic,aluminumvinyl,central air,1,3,2019-09-28,active,patio covered,carpet|hardwood|tile,full partially finished,dryer|range|refrigerator|washer,not specified,40316765
homes,not specified,detail page,single family home,for sale,for sale,landscape none,attached garage|combined garage|2 cars,forced air,ut,saratoga springs,84045,by agent,alpine,true,4,2018,137 N Quail Ridge Dr # 115|Saratoga Springs|UT|84045,not specified,0.09,3360,False,889361,40316764,2019-03-28T14:30:32Z,363900,not specified,not specified,central air,25,3,2019-09-28,active,walkin closet,carpet|laminate|tile,full unfinished,microwave|range,1574516,40316764
homes,not specified,detail page,single family home,for sale,for sale,not applicable,attached garage|combined garage|2 cars,forced air,ut,nibley,84321,by agent,cache,true,37,2016,1050 W 2980 S|Nibley|UT|84321,not specified,0.35,2285,False,2319552,40316763,2019-03-28T14:29:02Z,329900,not specified,aluminumvinyl|other,central air,25,4,2019-09-28,active,patio uncovered|walkin closet,carpet|hardwood|laminate|tile,not specified,not specified,1586913,40316763
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape back|landscape front|landscape full,driveway|other|street parking,forced air,ut,highland,84003,by agent,alpine,true,17,1991,10948 N Panorama Dr|Highland|UT|84003,not specified,0.32,3359,False,341635,40316761,2019-03-28T14:20:40Z,425000,not specified,aluminumvinyl|brick,central air,25,4,2019-09-28,active,deck|hot tub|sprinklers automatic|walkin closet,carpet|hardwood|tile,full partially finished|full unfinished,microwave|range|refrigerator,1589088,40316761
homes,not specified,detail page,single family home,for sale,for sale,fenced full,attached garage|combined garage|driveway|other|2 cars,forced air,ut,clinton,84015,by agent,davis,true,30,2002,2406 W 2500 N|Clinton|UT|84015,not specified,0.29,2906,False,2923858,40316477,2019-03-27T14:45:19Z,349900,not specified,other|stucco,central air,25,4,2019-09-27,active,not specified,carpet|hardwood|tile,full finished,microwave|range,1589015,40316477
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|2 cars,forced air,ut,herriman,84096,by agent,jordan,true,6,2017,5474 W Distler Lane|Herriman|UT|84096,not specified,0.13,3796,False,2586151,40309226,2019-02-21T15:29:49Z,442000,not specified,cedarredwood|other|stucco,central air,25,4,2019-08-21,active,patio uncovered|sprinklers automatic|walkin closet,carpet|laminate|tile,full unfinished,microwave|other|refrigerator,3019292,40309226
homes,not specified,detail page,single family home,for sale,for sale,landscape none,attached garage|combined garage|3 cars,forced air,ut,north ogden,84414,by agent,weber,false,25,2018,1223 E. 2675 N.|North Ogden|UT|84414,not specified,0.25,3270,False,2566824,40257226,2018-10-25T17:14:12Z,383900,not specified,aluminumvinyl|clapboardmasonite|stucco,central air,2,3,2019-04-25,active,patio uncovered|walkin closet,carpet|laminate|tile,full unfinished,microwave|range,1534850,40257226
homes,not specified,detail page,single family home,for sale,for sale,landscape full,attached garage|combined garage|2 cars,forced air,ut,lehi,84043,by agent,alpine,true,4,2018,3920 W 1800 North #934|Lehi|UT|84043,not specified,0.09,3547,False,1391731,40316760,2019-03-28T14:19:38Z,416000,not specified,not specified,central air,25,3,2019-09-28,active,walkin closet,carpet|laminate|tile,full unfinished,microwave|range,1570723,40316760
homes,not specified,detail page,single family home,for sale,for sale,fenced none|landscape none,attached garage|combined garage|driveway|3 cars,forced air,ut,tremonton,84337,by owner,not specified,true,1,2019,1173 E 250 S|Tremonton|UT|84337,not specified,0.31,3487,False,441701,40316759,2019-03-28T14:11:58Z,340000,select basic,aluminumvinyl|clapboardmasonite|other,central air,25,3,2019-09-28,active,fireplace gas|patio covered|walkin closet,carpet|laminate|tile,full unfinished,microwave|other|range|refrigerator,not specified,40316759
homes,not specified,detail page,single family home,for sale,for sale,landscape none,attached garage|combined garage|2 cars,forced air,ut,draper,84020,by agent,alpine,true,4,2018,14932 S Springtime Rd # 255|Draper|UT|84020,not specified,0.17,3547,False,3229030,40316757,2019-03-28T14:10:02Z,552000,not specified,not specified,central air,25,3,2019-09-28,active,walkin closet,carpet|laminate|tile,full unfinished,microwave|range,1581790,40316757
homes,not specified,detail page,single family home,for sale,for sale,landscape full,attached garage|combined garage|3 cars,other,ut,washington,84780,by agent,not specified,false,1,2017,1406 W Silver Feather Dr|Washington|UT|84780,not specified,0.42,3305,False,1651644,40316756,2019-03-28T14:07:52Z,1149900,not specified,not specified,central air,4,3,2019-09-28,active,not specified,not specified,not specified,not specified,18-197138,40316756
homes,not specified,detail page,single family home,for sale,for sale,landscape full,attached garage|combined garage|2 cars,other,ut,springdale,84767,by agent,not specified,false,1,1977,105 Evie Ln|Springdale|UT|84767,not specified,0.44,3307,False,1651644,40316754,2019-03-28T14:06:09Z,729000,not specified,not specified,central air,3,4,2019-09-28,active,not specified,not specified,not specified,not specified,19-200689,40316754
homes,not specified,detail page,single family home,for sale,for sale,not applicable,attached garage|combined garage|driveway|4 cars,forced air,ut,herriman,84096,by agent,jordan,true,16,2019,14692 South Skybird Drive|Herriman|UT|84096,not specified,0.33,4672,False,2997750,40316753,2019-03-28T14:06:08Z,609900,not specified,other|stucco,central air,25,4,2019-09-28,active,fireplace gas|walkin closet,carpet|laminate,full unfinished,microwave|range,1583390,40316753
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|2 cars,forced air,ut,mountain green,84050,by agent,morgan,false,5,1998,6864 N Black Powder Rd|Mountain Green|UT|84050,not specified,0.31,3606,False,2018111,40316752,2019-03-28T14:05:03Z,469000,not specified,not specified,central air,3,5,2019-09-28,active,not specified,not specified,not specified,not specified,1583983,40316752
homes,not specified,detail page,manufactured,for sale,for sale,landscape front,carport|2 cars,forced air,ut,sandy,84070,by owner,not specified,true,6,1983,11262 S Jordan View Dr # 23|Sandy|UT|84070,not specified,0.01,1809,False,1906618,40316450,2019-03-27T13:14:49Z,94900,select basic,not specified,central air,2,3,2019-09-27,active,deck|fireplace other|sprinklers automatic,not specified,not specified,not specified,not specified,40316450
